codigo_produto;nome;codigo_de_barras;sigla_da_unidade_de_medida;marca_do_produto;categoria;subcategoria_nivel_1;subcategoria_nivel_2;preco_custo;preco_fornecedor;preco_minimo_de_venda;preco_venda;peso;estoque_minimo;origem_produto;receita_do_produto;referencia_interna;enviar_dados_balanca;informacao_adicional;cnpj_fornecedor;nome_do_fornecedor;multiplicador;sigla_pacote;grade_1;grade_2;opcao_de_grade_1;opcao_de_grade_2;NCM;cest;aliquota_cofins;aliquota_ipi;aliquota_pis;enquadramento_de_ipi;codigo_situacao_tributaria_ipi;codigo_situacao_tributaria_pis;codigo_situacao_tributaria_icms;aliquota_icms;mva;reducao_na_base_de_calculo;origem_icms;destino_icms;csosn;codigo_beneficio_fiscal_regra_icms;codigo_beneficio_fiscal_produto;valor_base_calculo_icms_st_retido_anteriormente;valor_icms_st_retido_anteriormente
6694;VESTIDO;;UN;;;;;1;;;49.000;;;;;102002813;;;;;;;;;;;61044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6695;VESTIDO;;UN;;;;;1;;;73.000;;;;;102002827;;;;;;;;;;;61044300;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6696;VESTIDO;;UN;;;;;1;;;73.000;;;;;102002815;;;;;;;;;;;61044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6697;CJ CAMISETA BERMUDA;;UN;;;;;1;;;34.000;;;;;102002153;;;;;;;;;;;31112000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6698;CJ CAMISETA BERMUDA;;UN;;;;;1;;;44.000;;;;;102002235;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6699;CJ REGATA BERMUDA;;UN;;;;;1;;;37.000;;;;;102002160;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6700;CJ CAMISETA BERMUDA;;UN;;;;;1;;;49.000;;;;;102002222;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6701;CJ CAMISETA BERMUDA PLAYGROUND;;UN;;;;;1;;;77.000;;;;;102002768;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6702;CJ CAMISETA BERMUDA PLAYGROUND;;UN;;;;;1;;;97.000;;;;;102002776;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6703;CJ CAMISETA BERMUDA PLAYGROUND;;UN;;;;;1;;;77.000;;;;;102002743;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6704;CJ CAMISETA BERMUDA PLAYGROUND;;UN;;;;;1;;;76.000;;;;;102002762;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6705;CJ CAMISETA BERMUDA PLAYGROUND;;UN;;;;;1;;;83.000;;;;;102002774;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6706;CJ PIJAMA CAMISETA M.LONGA;;UN;;;;;1;;;56.000;;;;;102002278;;;;;;;;;;;61072100;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6707;CJ REGATA BERMUDA;;UN;;;;;1;;;55.000;;;;;102002252;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6708;CJ REGATA BERMUDA;;UN;;;;;1;;;67.000;;;;;102002291;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6709;CJ CAMISETA BERMUDA;;UN;;;;;1;;;56.000;;;;;102002272;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6710;CJ CAMISETA BERMUDA;;UN;;;;;1;;;68.000;;;;;102002294;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6711;CJ CAMISETA BERMUDA;;UN;;;;;1;;;55.000;;;;;102002245;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6712;SANDALIA FEMININA SAND SORVETE;;UN;;;;;1;;;78.000;;;;;KITS;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6713;TAMANCO FEMININO DE USO COMUM PRETO;;UN;;;;;1;;;72.000;;;;;5435416;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6714;TAMANCO FEM DE USO COMUM OURO ROSAD;;UN;;;;;1;;;63.000;;;;;15435416;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6715;SANDALIA FEM DE USO COMUM;;UN;;;;;1;;;48.000;;;;;5435400;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6716;TENIS FEM DE USO COMUM;;UN;;;;;1;;;85.000;;;;;5667311;;;;;;;;;;;64041900;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6717;SAPATILHA  FEM DE USO COMUM;;UN;;;;;1;;;55.000;;;;;5287265;;;;;;;;;;;64041900;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6718;SAPATILHA DE USO COMUM;;UN;;;;;1;;;47.000;;;;;5287210;;;;;;;;;;;64041900;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6719;SAPATILHA FEM DE USO COMUM;;UN;;;;;1;;;54.000;;;;;15287210;;;;;;;;;;;64041900;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6720;BOLSA PVC PRETA;7,9096E+12;UN;;;;;1;;;115.000;;;;;PJ5172;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6721;BOLSA INJ PVC FEM;;UN;;;;;1;;;89.000;;;;;PJ4937;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6722;BOLSA INJ PVC FEM;;UN;;;;;1;;;98.000;;;;;PJ5378;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6723;BOLSA INJ PVC FEM;;UN;;;;;1;;;135.000;;;;;PJ2415;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6724;CHINELO INJ PVC;7,9096E+12;UN;;;;;1;;;32.000;;;;;PJ4969;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6725;CHINELO INJ PVC;;UN;;;;;1;;;26.000;;;;;PJ4967;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
6726;CHINELO INJ PVCPJ4833;7,9096E+12;UN;;;;;1;;;62.000;;;;;PJ4833;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190906;SANDALIA KLIN;;UN;;;;;1;;;45.000;;;;;190906;;;;;;;;;;;42023200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190907;BOLSA DE SINT FEM PJ5147  J-LASTIC.;7,9096E+12;UN;;;;;1;;;189.000;;;;;PJ5147;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190908;BOLSA FEM PJ4871 J-LASTIC  PRETO.PR;7,9096E+12;UN;;;;;1;;;85.000;;;;;PJ4871;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190909;BOLSA INJ PVC FEM PJ4860  J-LASTIC;7,9096E+12;UN;;;;;1;;;137.000;;;;;PJ4860;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190910;BOLSA INJ PVC FEM PJ5146  J-LASTIC;7,9096E+12;UN;;;;;1;;;155.000;;;;;PJ5146;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190911;BOLSA INJ PVC FEM PJ5064  J-LASTIC;7,9096E+12;UN;;;;;1;;;129.000;;;;;PJ5064;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190912;BOLSA PETITE;7,9096E+12;UN;;;;;1;;;129.000;;;;;PJ5214;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190913;CHINELO INJ PVC  FEM;7,9096E+12;UN;;;;;1;;;35.000;;;;;PJ4186;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190914;BOLSA INJ FEM;7,9096E+12;UN;;;;;1;;;112.000;;;;;PJ5070;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190915;BOLSA FEM;7,9096E+12;UN;;;;;1;;;86.000;;;;;PJ4954;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190916;BOLSA INJ PVC;7,9096E+12;UN;;;;;1;;;86.000;;;;;PJ5148;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190917;P8420-086 . CAMURCA SUEDE PRETO . C;;UN;;;;;1;;;142.000;;;;;P8420086;;;;;;;;;;;64041900;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190918;P1720-484 . CAMURCA SUEDE PRETO . N;;UN;;;;;1;;;119.000;;;;;P1720484;;;;;;;;;;;64041900;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190919;P4021-561 . CAMURCA SUEDE RESINADO;;UN;;;;;1;;;109.000;;;;;P4021561;;;;;;;;;;;64041900;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190920;P4021-561 . CAMURCA SUEDE RESINADO;;PA;;;;;51.920;;;;;;;;P;;;;;;;;;;;64041900;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190921;P5123-907 . NAPA LEZARD TERRACOTA .;;UN;;;;;1;;;152.000;;;;;P5123907;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190922;SAPATO CASUAL FEM. DE USO COMUM C.;7,89085E+12;UN;;;;;1;;;94.000;;;;;4194902;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190923;SANDALIA FEM. DE USO COMUM C. SOLA;7,90964E+12;UN;;;;;1;;;75.000;;;;;4134464;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190924;TAMANCO FEM. DE USO COMUM C. SOLA S;7,90967E+12;UN;;;;;1;;;46.000;;;;;8224804;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190925;SANDALIA FEM. DE USO COMUM C. SOLA;7,89006E+12;UN;;;;;1;;;39.000;;;;;8359102;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190926;TAMANCO FEM. DE USO COMUM C. SOLA S;7,90962E+12;UN;;;;;1;;;39.000;;;;;8360203;;;;;;;;;;;64041900;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190927;TAMANCO FEM. DE USO COMUM C. SOLA S;7,90967E+12;UN;;;;;1;;;48.000;;;;;8360229;;;;;;;;;;;64041900;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190928;SAPATO CASUAL BEBE MOLEKINHO;7,90988E+12;UN;;;;;1;;;66.000;;;;;2133101;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190929;SAPATO CASUAL BEBE DEUSO COMUM;;UN;;;;;1;;;57.000;;;;;2136130;;;;;;;;;;;64041900;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190930;SAPATO CASUAL BEBE DE USO COMUM;;UN;;;;;1;;;66.000;;;;;2136132;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190931;BOLSA PETITE INJ PVC FEM;;UN;;;;;1;;;129.000;;;;;PJ5168;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190932;021.CC3025 SANDALIA COCA COLA GALLE;7,90938E+12;UN;;;;;1;;;56.000;;;;;CC3025;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190933;021.CC3026 SANDALIA COCA COLA WALLP;7,90938E+12;UN;;;;;1;;;56.000;;;;;CC3026;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190934;021.CC3027 SANDALIA COCA COLA CLASS;7,90938E+12;UN;;;;;1;;;56.000;;;;;CC3027;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190935;021.CC3035 SANDALIA COCA COLA TIMBE;7,90938E+12;UN;;;;;1;;;56.000;;;;;CC3035;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190936;021.CC3037 SANDALIA COCA COLA SAY Y;7,90938E+12;UN;;;;;1;;;56.000;;;;;CC3037;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190937;020.CC3058 SANDALIA COCA COLA MIX O;7,90938E+12;PR;;;;;1;;;56.000;;;;;CC3058;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190938;020.CC3059 SANDALIA COCA COLA SWEET;7,90938E+12;UN;;;;;1;;;69.000;;;;;CC3059;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190939;020.CC3062 SANDALIA COCA COLA COLOR;7,90938E+12;UN;;;;;1;;;56.000;;;;;CC3062;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190940;020.CC3063 SANDALIA COCA COLA BRAND;7,90938E+12;UN;;;;;1;;;56.000;;;;;CC3063;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190941;MEIA LUPO BM;;UN;;;;;1;;;11.000;;;;;2000287;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190942;MEIA LUPO BF;;UN;;;;;1;;;11.000;;;;;2000306;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190943;MEIA LUPO AM SPORT;;UN;;;;;1;;;16.000;;;;;3290117;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190944;MEIA LUPO MINI LU AF;7,89119E+12;UN;;;;;1;;;8.800;;;;;5510001;;;;;;;;;;;61153010;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190945;CALCA LUPO AF STRONG MESCIA;;UN;;;;;1;;;143.000;;;;;71728001;;;;;;;;;;;61046300;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190946;CALCA LUPO AF HIGH MESCIA;;UN;;;;;1;;;165.000;;;;;71736001;;;;;;;;;;;61046300;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190947;CALCA LUPO AF LEG SHINE;;UN;;;;;1;;;152.000;;;;;71740001;;;;;;;;;;;61046300;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190948;CALCA LUPO AF FLOWER SHINE;;UN;;;;;1;;;167.000;;;;;71741001;;;;;;;;;;;61046300;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190949;CALCA LUPO AF LEG PULSE;;UN;;;;;1;;;167.000;;;;;71742001;;;;;;;;;;;61046300;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190950;CALCA LUPO AF MOLETOM;;UN;;;;;1;;;152.000;;;;;76406001;;;;;;;;;;;61046300;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190951;SHORT LUPO AM BUDAPESTE;;UN;;;;;1;;;72.000;;;;;76422001;;;;;;;;;;;61034300;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190952;CAMISETA LUPO AF REGATA CANELADA;7,90939E+12;UN;;;;;1;;;92.000;;;;;77076001;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190953;CAMISETA LUPO AF CANELADA;;UN;;;;;1;;;104.000;;;;;77078001;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190954;CAMISETA LUPO AM BOLSO;;UN;;;;;1;;;106.000;;;;;77082001;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190955;CAMISETA LUPO AM TRIO M CURTA;;UN;;;;;1;;;117.000;;;;;77083001;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190956;SHAV KIDS MINECRAFT BRANCO;;UN;;;;;1;;;28.000;;;;;127504;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190957;S HAV  KIDS SLIM PRINVESS AZUL CEU;;UN;;;;;1;;;30.000;;;;;138746;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190958;S HAV N.B. DISNEY CLAS AZUL;;UN;;;;;1;;;27.000;;;;;138315;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190959;S HAV N.B.DISNEY CLAS ROSA FLUXO;;UN;;;;;1;;;27.000;;;;;138328;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190960;S HAV SLIM HARMONY BEGE PALHA;;UN;;;;;1;;;28.000;;;;;138610;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190961;S HAV SLIM NAUTICALBC.ROSE GD MET;;UN;;;;;1;;;32.000;;;;;138460;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190962;S HAV SLIM NAUTICAL MAR.PTA;;UN;;;;;1;;;32.000;;;;;138454;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190963;S HAV SLIM SPARKLE BEGE PALHA;;UN;;;;;1;;;44.000;;;;;124362;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190964;S HAV SLIM SPARKLE PRETO;;UN;;;;;1;;;44.000;;;;;124347;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190965;S HAV T LOGOMANIA PRINT MARINHO;;UN;;;;;1;;;33.000;;;;;138676;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190966;S HAV TOP BASIC PRETO . PRETO;;UN;;;;;1;;;25.000;;;;;138781;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190967;S HAV TOP NUTICAL BCO.MAR;;UN;;;;;1;;;33.000;;;;;134961;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190968;S HAV 4NITE MARINHO;;UN;;;;;1;;;34.000;;;;;134562;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190969;SAPATO CASUALDE FEM DE  USO COMUM;;UN;;;;;1;;;68.000;;;;;5605443;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190970;BODY REGATA GOLA ESP+SHORT BALAO FE;;UN;;;;;1;;;52.000;;;;;A117;;;;;;;;;;;61112000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190971;KIT PAGAO REV C.BODY;7,90835E+12;UN;;;;;1;;;71.000;;;;;A703;;;;;;;;;;;61112000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190972;MACACAO REVER;;UN;;;;;1;;;61.000;;;;;A704;;;;;;;;;;;61112000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190973;CONJ REG C.VIES+TAPA FRALDA;;UN;;;;;1;;;29.000;;;;;A715;;;;;;;;;;;61112000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190974;KIT PAGAO REVER +MIJAO REVER +MANTA;7,90835E+12;UN;;;;;1;;;142.000;;;;;A716;;;;;;;;;;;61112000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190975;KIT MACACAO REVER;;UN;;;;;1;;;132.000;;;;;A717;;;;;;;;;;;61112000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190976;BODY REGA FOLA ESP FEM;7,90835E+12;UN;;;;;1;;;24.000;;;;;K011;;;;;;;;;;;61113000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190977;BODY CURTO GOLA ESP;;UN;;;;;1;;;26.000;;;;;K012;;;;;;;;;;;61113000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190978;PIJ MACACAO MANGA LONGA;;UN;;;;;1;;;33.000;;;;;K097;;;;;;;;;;;61113000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190979;BODY MANGA LONGA GOLA;;UN;;;;;1;;;39.000;;;;;K119;;;;;;;;;;;61113000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190980;KIT C.2 CAM REGATA LEVE;7,90835E+12;UN;;;;;1;;;27.500;;;;;K145;;;;;;;;;;;61113000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190981;KIT C.2 CAMISETA;7,90835E+12;UN;;;;;1;;;34.500;;;;;K148;;;;;;;;;;;61113000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190982;CONJ PAGAO 6 PECAS;;UN;;;;;1;;;53.000;;;;;K187;;;;;;;;;;;61113000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190983;CONJ PAGAO 3 PECAS;;UN;;;;;1;;;36.000;;;;;K188;;;;;;;;;;;61113000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190984;CONJ PAGAO  REVER;7,90835E+12;UN;;;;;1;;;49.800;;;;;K194;;;;;;;;;;;61113000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190985;CONJ REGATA LEVE;;UN;;;;;1;;;34.000;;;;;K271;;;;;;;;;;;61113000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190986;CONJ CAMISETA MANGA CURTA +SHORT;7,90835E+12;UN;;;;;1;;;48.000;;;;;K272;;;;;;;;;;;61113000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190987;CONJ REG C.BABADO;;UN;;;;;1;;;38.000;;;;;K281;;;;;;;;;;;61113000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190988;KIT C2 REGATA LEVEC BABADO;;UN;;;;;1;;;26.000;;;;;K298;;;;;;;;;;;61113000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190989;BOLSA PETITE FEM;;UN;;;;;1;;;86.000;;;;;PJ4996;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190990;BOLSA INJ PVC FEM;;UN;;;;;1;;;94.000;;;;;PJ10044;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190991;BOLSA PETITE INJ PVC;;UN;;;;;1;;;162.000;;;;;PJ5171;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190992;BOLSA INJ PVC;;UN;;;;;1;;;145.000;;;;;PJ5266;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190993;BOLSA INJ PVC FEM;;UN;;;;;1;;;104.000;;;;;PJ5403;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190994;BOLSA INJ PVC FEM;;UN;;;;;1;;;129.000;;;;;PJ6012;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190995;BOLSA INJ PVC FEM;;UN;;;;;1;;;98.000;;;;;PJ6015;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190996;BOLSA INJ PVC FEM;;UN;;;;;1;;;104.000;;;;;PJ10011;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190997;CHINELO INJ PVC FEM;;UN;;;;;1;;;57.000;;;;;PJ5351;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190998;CHINELO INJ PVC FEM;;UN;;;;;1;;;57.000;;;;;PJ5285;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
190999;CHINELO INJ PVC FEM;;UN;;;;;1;;;32.000;;;;;PJ6036;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
191000;BLUSA;;UN;;;;;1;;;77.000;;;;;C20735;;;;;;;;;;;62064000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
191001;BLUSA;;UN;;;;;1;;;73.000;;;;;C32069;;;;;;;;;;;62064000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
191002;BLUSA;;UN;;;;;1;;;77.000;;;;;C32071;;;;;;;;;;;61062000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
191003;BLUSA;;UN;;;;;1;;;85.000;;;;;C32120;;;;;;;;;;;61062000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
191004;BLUSA;;UN;;;;;1;;;51.000;;;;;C32126;;;;;;;;;;;61062000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
191005;BLUSA;;UN;;;;;1;;;85.000;;;;;C32127;;;;;;;;;;;62064000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
191006;BLUSA;;UN;;;;;1;;;107.000;;;;;C32134;;;;;;;;;;;62064000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
191007;VESTIDO;;UN;;;;;1;;;110.000;;;;;C80569;;;;;;;;;;;61044300;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
191008;BLUSA;;UN;;;;;1;;;94.000;;;;;G20290;;;;;;;;;;;62064000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
191009;BLUSA;;UN;;;;;1;;;90.000;;;;;G30478;;;;;;;;;;;61062000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
191010;BLUSA;;UN;;;;;1;;;77.000;;;;;G30486;;;;;;;;;;;61062000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
