codigo_produto;nome;codigo_de_barras;sigla_da_unidade_de_medida;marca_do_produto;categoria;subcategoria_nivel_1;subcategoria_nivel_2;preco_custo;preco_fornecedor;preco_minimo_de_venda;preco_venda;peso;estoque_minimo;origem_produto;receita_do_produto;referencia_interna;enviar_dados_balanca;informacao_adicional;cnpj_fornecedor;nome_do_fornecedor;multiplicador;sigla_pacote;grade_1;grade_2;opcao_de_grade_1;opcao_de_grade_2;NCM;cest;aliquota_cofins;aliquota_ipi;aliquota_pis;enquadramento_de_ipi;codigo_situacao_tributaria_ipi;codigo_situacao_tributaria_pis;codigo_situacao_tributaria_icms;aliquota_icms;mva;reducao_na_base_de_calculo;origem_icms;destino_icms;csosn;codigo_beneficio_fiscal_regra_icms;codigo_beneficio_fiscal_produto;valor_base_calculo_icms_st_retido_anteriormente;valor_icms_st_retido_anteriormente
2208;SAPATENIS;;UN;;;;;1;;;110.000;;;;;10307837;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2209;CHINELO;;UN;;;;;1;;;40.000;;;;;10307848;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2210;SAPATILHA;;UN;;;;;1;;;120.000;;;;;10307909;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2211;CHINELO;;UN;;;;;1;;;40.000;;;;;10307953;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2212;CAMISETA MALHA G1CESTAMPA MC;;UN;;;;;1;;;37.000;;;;;151;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2213;CAMISETA MALHA G2 CESTAMPA MC;;UN;;;;;1;;;37.000;;;;;152;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2214;CAMISETA MALHA PROMOCIONAL CESTAMPA;;UN;;;;;1;;;19.900;;;;;380;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2215;CAMISETA MALHA C BORDADO MASC;;UN;;;;;1;;;29.000;;;;;2254;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2216;BLUSA VISCO EST.C RECORTE NPLUS SIZ;;UN;;;;;1;;;53.000;;;;;2305;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2217;BLUSA VISCO C ESTAMPA PLUS SIZE;;UN;;;;;1;;;58.000;;;;;2306;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2218;BLUSA ALCA VISCOSE LISA  C RENDA;;UN;;;;;1;;;58.000;;;;;2600;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2219;MACAQUINHO VISCO ESTAMPADO DE ALCA;;UN;;;;;1;;;57.000;;;;;2601;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2220;BLUSA ALCA BOTONE C ESTAMPA;;UN;;;;;1;;;48.000;;;;;2611;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2221;REGATA BOTONE COM ESTAMPA;;UN;;;;;1;;;44.000;;;;;2612;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2222;SHORT CREPE ESTAMPADO;;UN;;;;;1;;;68.000;;;;;2620;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2223;MACAQUINHO VISCOSE ESTAMPADA;;UN;;;;;1;;;115.000;;;;;2621;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2224;VESTIDO VISCO MESCLA C RECORTES;;UN;;;;;1;;;60.000;;;;;2622;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2225;BLUSA ALCA RENDA ETNICA;;UN;;;;;1;;;65.000;;;;;2625;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2226;BLUSA ALCA VISCOSE ESTAMPADA;;UN;;;;;1;;;60.000;;;;;2626;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2227;BATA CREPE ESTAMPADA C GOTA;;UN;;;;;1;;;79.000;;;;;2642;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2228;REGATA DEVORE C RECOTE E ESTAMPA;;UN;;;;;1;;;47.000;;;;;2643;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2229;MUSCLE TEE DEVORE C ESTAMPA;;UN;;;;;1;;;43.000;;;;;2655;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2230;SAIA CREPE ESTAMPADA;;UN;;;;;1;;;85.000;;;;;2656;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2231;T SHIRT VISCO MESCLA C ESTAMPA;;UN;;;;;1;;;48.000;;;;;2657;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2232;VESTIDO CREPE ESTAMPADO C NEOPREME;;UN;;;;;1;;;150.000;;;;;2661;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2233;BLUSA DEVORE COM GUIPIR OMBROS;;UN;;;;;1;;;67.000;;;;;2662;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2234;SHORT SARJA C TRANSPASSE;;UN;;;;;1;;;77.000;;;;;2663;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2235;SAPATILHA FEM DE USO COMUM MOLECA;;UN;;;;;1;;;63.000;;;;;5285211;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2236;SAPATILHA FEM DE USO COMUM MOLECA;;UN;;;;;1;;;68.000;;;;;5285213;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2237;MOCASSIM FEM DE USO COMUM C. SOLA;;UN;;;;;1;;;74.000;;;;;5312204;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2238;MOCASSIM FEM DE USO COMUM C.SOLA;;UN;;;;;1;;;85.000;;;;;5312205;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2239;SANDALIA FEM DE USO COMUM C. SOLA;;UN;;;;;1;;;99.000;;;;;6310101;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2240;SANDALIA FEM DE USO COMUM C.SOLA;;UN;;;;;1;;;103.000;;;;;6310100;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2241;MEIA LUPO;;UN;;;;;1;;;9.800;;;;;3860019;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2242;SANDALIA FEM DE USO COMUM;;UN;;;;;1;;;99.000;;;;;6308101;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2243;SANDALIA FEM  DE SO COMUM;;UN;;;;;1;;;86.000;;;;;6308103;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2244;TENIS FERRICELLI AZUL CAMUCA;;UN;;;;;1;;;195.000;;;;;SE43820;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2245;TENIS FERRICELLI PRETO;;UN;;;;;1;;;198.000;;;;;SP40480;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2246;TENIS FERRICELLI COR MARRON;;UN;;;;;1;;;198.000;;;;;CY5510;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2247;SANDALIA COURO BOTTERO;;UN;;;;;1;;;130.000;;;;;260401;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2248;SANDALIA COURO COR MARON BOTTERO;;UN;;;;;1;;;140.000;;;;;260402;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2249;CONJUNTO DIFORINI;;UN;;;;;1;;;246.000;;;;;121075;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2250;CONJUNTO BG;;UN;;;;;1;;;39.000;;;;;1235000;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2251;SHORT PITT;;UN;;;;;1;;;112.000;;;;;120031002;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2252;MOCHILA;;UN;;;;;1;;;210.000;;;;;80102772;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2253;KIT MEIA SOQUETE 3 PARES;;UN;;;;;1;;;58.000;;;;;80102882;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2254;MEIA SOQUETE;;UN;;;;;1;;;22.500;;;;;80102883;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2255;BERMUDA COM CINTO;;UN;;;;;1;;;159.000;;;;;80201954;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2256;SUNGA BOXER;;UN;;;;;1;;;100.000;;;;;80202490;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2257;MOCHILA;;UN;;;;;1;;;186.000;;;;;80202506;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2258;SUNGA BOXER;;UN;;;;;1;;;109.000;;;;;80202553;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2259;MEIA SOQUETE;;UN;;;;;1;;;24.000;;;;;80202560;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2260;KIT MEIA SOQUETE 3 PARES;;UN;;;;;1;;;58.000;;;;;80202613;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2261;SANDALIA;;UN;;;;;1;;;139.000;;;;;10307891;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2262;SAPATILHA;;UN;;;;;1;;;143.000;;;;;10307962;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2263;CALCA LEGGING;;UN;;;;;1;;;28.000;;;;;95109;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2264;BLUSA;;UN;;;;;1;;;45.000;;;;;11203208;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2265;CONJUNTO;;UN;;;;;1;;;55.000;;;;;11203226;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2266;CONJUNTO;;UN;;;;;1;;;82.000;;;;;11203248;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2267;CONJUNTO;;UN;;;;;1;;;81.000;;;;;11203273;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2268;BLUSA REGATA;;UN;;;;;1;;;38.000;;;;;11203276;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2269;MACAQUINHO;;UN;;;;;1;;;62.000;;;;;11203280;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2270;CONJUNTO;;UN;;;;;1;;;82.000;;;;;11203284;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2271;CAMISETA REGATA;;UN;;;;;1;;;29.000;;;;;11203294;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2272;CAMISETA;;UN;;;;;1;;;45.000;;;;;11203296;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2273;CAMISETA REGATA;;UN;;;;;1;;;33.000;;;;;11203297;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2274;CAMISETA REGATA;;UN;;;;;1;;;29.000;;;;;11203301;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2275;CAMISETA;;UN;;;;;1;;;38.000;;;;;11203305;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2276;CAMISETA;;UN;;;;;1;;;32.000;;;;;11203307;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2277;CONJUNTO;;UN;;;;;1;;;65.000;;;;;11203316;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2278;CONJUNTO;;UN;;;;;1;;;52.000;;;;;11203326;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2279;CONJUNTO;;UN;;;;;1;;;43.000;;;;;11203340;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2280;MACAQUINHO;;UN;;;;;1;;;57.000;;;;;11203585;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2281;TENIS FEMININO COURO METALIZADO;;UN;;;;;1;;;175.000;;;;;256503;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2282;BOLSA INJ PVC FEM NUDE;;UN;;;;;1;;;63.000;;;;;PJ1465;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2283;BOLSA INJ PVC FEM ONA NUDE;;KG;;;;;1;;;99.000;;;;;PJ1935;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2284;BOLSA INJ PVC CORDA TURQUESA;;UN;;;;;1;;;99.000;;;;;PJ1934;;;;;;;;;;;61159500;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2285;BOLSA INJ PVC;;UN;;;;;1;;;89.000;;;;;PJ1241;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2286;CHINELO INJ PVC FEM BACKLIT;;UN;;;;;1;;;52.000;;;;;PJ1959;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2287;BOLSA INJ PVC;;UN;;;;;1;;;93.000;;;;;PJ1770;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2288;BOLSA PVC NUDE;;UN;;;;;1;;;165.000;;;;;PJ2001;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2289;BOLSA INJ AMARELO;;UN;;;;;1;;;144.000;;;;;PJ1826;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2290;BOLSA INJ PVC NATUR;;UN;;;;;1;;;150.000;;;;;PJ1540;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2291;CHINELO BRANCO;;UN;;;;;1;;;45.000;;;;;PJ2009;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2292;CHINELO  BACKLIT PRETO VIXE;;UN;;;;;1;;;49.000;;;;;PJ1761;;;;;;;;;;;42022210;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2293;CHINELO PETITE;;UN;;;;;1;;;35.000;;;;;PJ1535;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2294;MACAQUINHO;;UN;;;;;1;;;199.000;;;;;10105475;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2295;VESTIDO;;UN;;;;;1;;;229.000;;;;;10105476;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2296;CONJUNTO;;UN;;;;;1;;;229.000;;;;;10105704;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2297;BLUSA REGATA;;UN;;;;;1;;;35.000;;;;;10105720;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2298;BODY;;UN;;;;;1;;;64.000;;;;;10105724;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2299;CONJUNTO;;UN;;;;;1;;;138.000;;;;;10105727;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2300;VESTIDO;;UN;;;;;1;;;229.000;;;;;10105743;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2301;BLUSA REGATA;;UN;;;;;1;;;83.000;;;;;10105815;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2302;VESTIDO;;UN;;;;;1;;;269.000;;;;;10105820;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2303;BLUSA;;UN;;;;;1;;;55.000;;;;;10105829;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2304;BLUSA REGATA;;UN;;;;;1;;;39.000;;;;;10106176;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2305;CAMISA POLO;;UN;;;;;1;;;67.000;;;;;10203730;;;;;;;;;;;61051000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2306;CAMISETA;;UN;;;;;1;;;110.000;;;;;10204061;;;;;;;;;;;61051000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2307;CAMISETA REGATA;;UN;;;;;1;;;36.000;;;;;10204112;;;;;;;;;;;61051000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2308;BLUSA 2°PELELOBA AF MICROFRIBRA;;UN;;;;;1;;;24.000;;;;;805001;;;;;;;;;;;61051000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2309;MEIA LUPO BM SAP ANTI;;UN;;;;;1;;;15.000;;;;;2028031;;;;;;;;;;;61051000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2310;CAMISETA LUPO AM TALLINN;;UN;;;;;1;;;103.000;;;;;70608001;;;;;;;;;;;61051000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2311;CAMISETAN LUPO AM HALF MARATHON;;UN;;;;;1;;;95.000;;;;;70634001;;;;;;;;;;;61051000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2312;CAMISETA LUPO AM SPEED;;UN;;;;;1;;;110.000;;;;;70654001;;;;;;;;;;;61051000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2313;CALCA LUPO AF CORS MOVEMENT;;UN;;;;;1;;;89.000;;;;;71050001;;;;;;;;;;;61051000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2314;CALCA LUPO AF LEG. MAX CORE;;UN;;;;;1;;;99.000;;;;;11408670;;;;;;;;;;;61051000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2315;CALCA LUPO AF TERM. X-RUN;;UN;;;;;1;;;111.000;;;;;71523001;;;;;;;;;;;61051000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2316;CALCA LUPO AF LEG. BRINDIE;;UN;;;;;1;;;111.000;;;;;71553001;;;;;;;;;;;61046300;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2317;CALCA LUPO AF LEG. FIT PRO;;UN;;;;;1;;;111.000;;;;;71555001;;;;;;;;;;;61046300;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2318;CALCA LUPO AF LSPORT MOM;;UN;;;;;1;;;132.000;;;;;71570001;;;;;;;;;;;61046300;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2319;CAMISETA LUPO AF PROTECTION;;UN;;;;;1;;;120.000;;;;;71610001;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2320;CAMISETA LUPO AF CROPPED;;UN;;;;;1;;;77.000;;;;;71612001;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2321;CAMISETA LUPO AF REG. TRAINING;;UN;;;;;1;;;79.000;;;;;71620001;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2322;CAMISETA MC GOLA CARECA;;UN;;;;;1;;;75.000;;;;;95030208;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2323;CAMISETA MC POLO MASC SLIM;;UN;;;;;1;;;113.000;;;;;95350082;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2324;CAMISETA MC POLO MASC;;UN;;;;;1;;;99.000;;;;;95360064;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2325;CAMISETA MC POLO MASC;;UN;;;;;1;;;105.000;;;;;95150152;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2326;CALCA FEM MEDIA SKINNY;;UN;;;;;1;;;180.000;;;;;18430045;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2327;CALCA FEM COMTEMP SKINNY PUSH UP;;UN;;;;;1;;;165.000;;;;;21250005;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2328;CALCA  MASC SAN DIEGO;;UN;;;;;1;;;218.000;;;;;317820016;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2329;CALCA MASC NEW BASIC;;UN;;;;;1;;;180.000;;;;;17820016;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2330;CALCA MASC SAN DIEGO;;UN;;;;;1;;;189.000;;;;;321030012;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2331;CALCA MASC RETA;;UN;;;;;1;;;179.000;;;;;21160016;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2332;CALCA;;UN;;;;;1;;;35.000;;;;;13088;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2333;BLUSA REGATA;;UN;;;;;1;;;29.000;;;;;13242;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2334;CAMISETA;;UN;;;;;1;;;51.000;;;;;10307210;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2335;CONJUNTO;;UN;;;;;1;;;85.000;;;;;10307220;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2336;CONJUNTO;;UN;;;;;1;;;75.000;;;;;10307226;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2337;VESTIDO COM CINTO;;UN;;;;;1;;;80.000;;;;;10307236;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2338;VESTIDO COM CINTO;;UN;;;;;1;;;75.000;;;;;10307248;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2339;CONJUNTO;;UN;;;;;1;;;113.000;;;;;10307273;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2340;BLUSA COM CINTO;;UN;;;;;1;;;75.000;;;;;10307279;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2341;BLUSA;;UN;;;;;1;;;65.000;;;;;1030727;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2342;CONJUNTO;;UN;;;;;1;;;140.000;;;;;10307306;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2343;CAMISA;;UN;;;;;1;;;118.000;;;;;10307692;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2344;CONJUNTO;;UN;;;;;1;;;99.000;;;;;10307820;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2345;CAMISA POLO;;UN;;;;;1;;;56.000;;;;;10308102;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2346;CAMISETA REGATA;;UN;;;;;1;;;42.000;;;;;10308103;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2347;CAMISA PITT;;UN;;;;;1;;;149.000;;;;;71140010;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2348;CONJUNTO;;UN;;;;;1;;;153.000;;;;;10105751;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2349;CONJUNTO;;UN;;;;;1;;;234.000;;;;;10105771;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2350;CONJUNTO;;UN;;;;;1;;;255.000;;;;;10105822;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2351;HAVAINAS COR ROSA;;UN;;;;;1;;;14.000;;;;;162;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2352;CALCADO KLIN MOCASSIM MASCULINO COR;;UN;;;;;1;;;91.000;;;;;197048000;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
2353;CALCADO KLIN MOCASSIM MASCULINO COR;;UN;;;;;1;;;85.000;;;;;197047000;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
