CODIGO;CODIGO_BARRAS;NOME_PRODUTO;UN_MEDIDA;Estoque;PRECO_FORNECEDOR;PRECO_CUSTO;PRECO_MINIMO_VENDA;PRECO_VENDA;NCM;COD_SITUACAO T._ICM;CSOSN;ALICOTA_ICMS;REDUCAO_ICMS;MVA
4400;4400,00;"""*ALICATE DE PRESSAO 10"""" SIGMA AM/AZ""";UND;0.0;13.99;17.22;28.9;28.9;8203.20.10;0.0;102.0;18.0;0.0;0.0
4402;7900000000000,00;"""*ALICATE DE PRESSAO 10""""HAMMER""";UND;0.0;17.78;17.78;26.47;26.47;8203.20.10;0.0;102.0;18.0;0.0;0.0
4402;4402,00;"""*ALICATE DE PRESSAO 10""""HAMMER""";UND;0.0;17.78;17.78;26.47;26.47;8203.20.10;0.0;102.0;18.0;0.0;0.0
4406;7900000000000,00;"""*ALICATE PRESSAO 10"""" BRASFORT""";UND;0.0;16.15;16.15;27.99;27.99;8203.20.90;0.0;102.0;18.0;0.0;0.0
4406;4406,00;"""*ALICATE PRESSAO 10"""" BRASFORT""";UND;0.0;16.15;16.15;27.99;27.99;8203.20.90;0.0;102.0;18.0;0.0;0.0
4407;7890000000000,00;"""*ALICATE PRESSAO 10"""" STARFER""";UND;0.0;19.86;19.86;29.99;29.99;8203.20.10;0.0;102.0;18.0;0.0;0.0
4407;4407,00;"""*ALICATE PRESSAO 10"""" STARFER""";UND;0.0;19.86;19.86;29.99;29.99;8203.20.10;0.0;102.0;18.0;0.0;0.0
4415;7900000000000,00;"""*ALICATE REBITADOR 9.5"""" MAX""";UND;0.0;16.5;16.5;32.5;32.5;8203.20.10;0.0;102.0;18.0;0.0;0.0
4415;4415,00;"""*ALICATE REBITADOR 9.5"""" MAX""";UND;0.0;16.5;16.5;32.5;32.5;8203.20.10;0.0;102.0;18.0;0.0;0.0
4419;12319,00;"""*ALICATE UNIVERSAL 8"""" AC NIQUELAD SIGMA""";UND;1.0;10.11;12.44;20.99;20.99;8203.20.10;0.0;102.0;18.0;0.0;0.0
4419;4419,00;"""*ALICATE UNIVERSAL 8"""" AC NIQUELAD SIGMA""";UND;1.0;10.11;12.44;20.99;20.99;8203.20.10;0.0;102.0;18.0;0.0;0.0
4420;4420,00;"""*ALICATE UNIVERSAL 8"""" DISMA""";PC;0.0;8.99;8.99;14.5;14.5;8203.20.10;0.0;102.0;18.0;0.0;0.0
4420;7890000000000,00;"""*ALICATE UNIVERSAL 8"""" DISMA""";PC;0.0;8.99;8.99;14.5;14.5;8203.20.10;0.0;102.0;18.0;0.0;0.0
4421;4421,00;"""*ALICATE UNIVERSAL 8"""" KALA""";PC;1.0;10.75;11.61;17.99;17.99;8203.20.10;0.0;102.0;18.0;0.0;0.0
4421;7900000000000,00;"""*ALICATE UNIVERSAL 8"""" KALA""";PC;1.0;10.75;11.61;17.99;17.99;8203.20.10;0.0;102.0;18.0;0.0;0.0
4422;7890000000000,00;"""*ALICATE UNIVERSAL 8"""" MAYLE""";PC;0.0;17.94;17.94;26.9;26.9;8203.20.10;0.0;102.0;18.0;0.0;0.0
4422;4422,00;"""*ALICATE UNIVERSAL 8"""" MAYLE""";PC;0.0;17.94;17.94;26.9;26.9;8203.20.10;0.0;102.0;18.0;0.0;0.0
4467;4467,00;"""*ARCO DE SERRA 12"""" MAX FERRAGENS""";PC;2.0;15.78;15.78;25.0;28.0;8202.10.00;0.0;102.0;18.0;0.0;0.0
4467;7900000000000,00;"""*ARCO DE SERRA 12"""" MAX FERRAGENS""";PC;2.0;15.78;15.78;25.0;28.0;8202.10.00;0.0;102.0;18.0;0.0;0.0
4468;7890000000000,00;"""*ARCO DE SERRA 12"""" NOVE54""";UND;0.0;10.82;11.68;22.5;22.5;8202.10.00;0.0;102.0;18.0;0.0;0.0
4468;4468,00;"""*ARCO DE SERRA 12"""" NOVE54""";UND;0.0;10.82;11.68;22.5;22.5;8202.10.00;0.0;102.0;18.0;0.0;0.0
4471;4471,00;"""*ARCO DE SERRA 12"""" THOR""";PC;0.0;10.21;10.21;14.49;14.49;8202.10.00;0.0;102.0;18.0;0.0;0.0
4471;7900000000000,00;"""*ARCO DE SERRA 12"""" THOR""";PC;0.0;10.21;10.21;14.49;14.49;8202.10.00;0.0;102.0;18.0;0.0;0.0
4472;4472,00;"""*ARCO DE SERRA 12"""" VONDER REGULAGEM""";UND;0.0;21.59;23.31;36.99;36.99;8202.10.00;0.0;102.0;18.0;0.0;0.0
4472;7890000000000,00;"""*ARCO DE SERRA 12"""" VONDER REGULAGEM""";UND;0.0;21.59;23.31;36.99;36.99;8202.10.00;0.0;102.0;18.0;0.0;0.0
4473;7890000000000,00;"""*ARCO DE SERRA 12"""" WURTH""";UND;1.0;19.92;22.12;34.99;34.99;8202.10.00;0.0;102.0;18.0;0.0;0.0
4473;4473,00;"""*ARCO DE SERRA 12"""" WURTH""";UND;1.0;19.92;22.12;34.99;34.99;8202.10.00;0.0;102.0;18.0;0.0;0.0
4475;4475,00;"""*ARCO DE SERRA HAMMER 12""""""";UND;1.0;10.92;10.92;16.49;16.49;8202.10.00;0.0;102.0;18.0;0.0;0.0
4475;7900000000000,00;"""*ARCO DE SERRA HAMMER 12""""""";UND;1.0;10.92;10.92;16.49;16.49;8202.10.00;0.0;102.0;18.0;0.0;0.0
4532;4532,00;"""*ARRUELA ALUM P/ ELETROD 1"""" ZAMAK""";UND;0.0;0.61;0.61;2.25;2.5;7907.00.10;0.0;102.0;18.0;0.0;0.0
4532;7890000000000,00;"""*ARRUELA ALUM P/ ELETROD 1"""" ZAMAK""";UND;0.0;0.61;0.61;2.25;2.5;7907.00.10;0.0;102.0;18.0;0.0;0.0
4538;104316,00;"""*ARRUELA LISA 1"""" Z""";UND;0.0;0.61;0.61;1.19;1.19;7318.21.00;60.0;500.0;0.0;0.0;0.0
4538;4538,00;"""*ARRUELA LISA 1"""" Z""";UND;0.0;0.61;0.61;1.19;1.19;7318.21.00;60.0;500.0;0.0;0.0;0.0
4608;7890000000000,00;"""*BAINHA DE COURO P/FACAO 18"""" FIXA VONDER""";UND;1.0;26.18;26.18;45.0;45.0;4202.91.00;0.0;102.0;18.0;0.0;0.0
4608;4608,00;"""*BAINHA DE COURO P/FACAO 18"""" FIXA VONDER""";UND;1.0;26.18;26.18;45.0;45.0;4202.91.00;0.0;102.0;18.0;0.0;0.0
4609;4609,00;"""*BAINHA DE COURO P/FACAO 20"""" FIXA VONDER""";UND;2.0;29.14;29.14;49.9;49.9;4202.91.00;0.0;102.0;18.0;0.0;0.0
4609;7890000000000,00;"""*BAINHA DE COURO P/FACAO 20"""" FIXA VONDER""";UND;2.0;29.14;29.14;49.9;49.9;4202.91.00;0.0;102.0;18.0;0.0;0.0
4638;100012,00;"""*BARRA CHATA 1"""" X 1/8""";BR;1.0;16.22;16.22;30.0;33.5;7214.91.00;60.0;500.0;0.0;0.0;0.0
4638;4638,00;"""*BARRA CHATA 1"""" X 1/8""";BR;1.0;16.22;16.22;30.0;33.5;7214.91.00;60.0;500.0;0.0;0.0;0.0
4703;420344,00;"""*BOIA 1/2'"""" AZUL LIEGE""";PC;0.0;4.22;4.22;6.5;6.5;8481.80.99;60.0;500.0;0.0;0.0;0.0
4703;4703,00;"""*BOIA 1/2'"""" AZUL LIEGE""";PC;0.0;4.22;4.22;6.5;6.5;8481.80.99;60.0;500.0;0.0;0.0;0.0
4704;17874,00;"""*BOIA ALUMASA 1/2'"""" P/ CX DÁGUA AZUL""";UND;1.0;3.59;3.59;6.1;6.1;8481.80.19;60.0;500.0;0.0;0.0;0.0
4704;4704,00;"""*BOIA ALUMASA 1/2'"""" P/ CX DÁGUA AZUL""";UND;1.0;3.59;3.59;6.1;6.1;8481.80.19;60.0;500.0;0.0;0.0;0.0
4710;7900000000000,00;"""*BOIA DUDA 1/2'"""" P/ CX DÁGUA C/ ADAP 3/4""";UND;2.0;3.14;3.14;5.5;5.5;8481.80.19;60.0;500.0;0.0;0.0;0.0
4710;4710,00;"""*BOIA DUDA 1/2'"""" P/ CX DÁGUA C/ ADAP 3/4""";UND;2.0;3.14;3.14;5.5;5.5;8481.80.19;60.0;500.0;0.0;0.0;0.0
4709;4709,00;"""*BOIA DUDA 1/2'"""" P/ CX DÁGUA""";UND;0.0;3.36;3.36;6.0;6.0;3922.90.00;60.0;500.0;0.0;0.0;0.0
4709;7900000000000,00;"""*BOIA DUDA 1/2'"""" P/ CX DÁGUA""";UND;0.0;3.36;3.36;6.0;6.0;3922.90.00;60.0;500.0;0.0;0.0;0.0
4712;4712,00;"""*BOIA GRAP 1/2"""" P/ CX DESCARGA""";UND;2.0;3.56;3.56;10.0;10.0;8481.80.19;60.0;500.0;0.0;0.0;0.0
4712;2167,00;"""*BOIA GRAP 1/2"""" P/ CX DESCARGA""";UND;2.0;3.56;3.56;10.0;10.0;8481.80.19;60.0;500.0;0.0;0.0;0.0
4924;4924,00;"""*BUCHA ALUM P/ ELETRODUT 1"""" ZAMAC""";UND;53.0;0.92;0.92;2.7;3.0;7609.00.00;60.0;500.0;0.0;0.0;0.0
4924;5535,00;"""*BUCHA ALUM P/ ELETRODUT 1"""" ZAMAC""";UND;53.0;0.92;0.92;2.7;3.0;7609.00.00;60.0;500.0;0.0;0.0;0.0
5097;7900000000000,00;"""*CAMARA DE AR AJAX P/CAR MAO 3.25X8""""""";UND;0.0;9.67;9.67;20.0;20.0;4013.90.00;60.0;500.0;0.0;0.0;0.0
5097;5097,00;"""*CAMARA DE AR AJAX P/CAR MAO 3.25X8""""""";UND;0.0;9.67;9.67;20.0;20.0;4013.90.00;60.0;500.0;0.0;0.0;0.0
5107;5107,00;"""*CANTONEIRA 08X10"""" BRANCA HAMMER""";UND;46.0;1.81;1.81;3.9;3.9;8302.49.00;60.0;500.0;0.0;0.0;0.0
5107;14710,00;"""*CANTONEIRA 08X10"""" BRANCA HAMMER""";UND;46.0;1.81;1.81;3.9;3.9;8302.49.00;60.0;500.0;0.0;0.0;0.0
5122;7890000000000,00;"""*CANTONEIRA P PRATELEIRA 10""""X12 STARFER""";UND;4.0;3.24;3.24;6.0;6.0;8302.49.00;60.0;500.0;18.0;0.0;0.0
5122;5122,00;"""*CANTONEIRA P PRATELEIRA 10""""X12 STARFER""";UND;4.0;3.24;3.24;6.0;6.0;8302.49.00;60.0;500.0;18.0;0.0;0.0
5124;7890000000000,00;"""*CANTONEIRA P PRATELEIRA 12""""X14 CINZA""";PC;16.0;4.82;4.82;8.0;8.0;8302.49.00;60.0;500.0;18.0;0.0;0.0
5124;5124,00;"""*CANTONEIRA P PRATELEIRA 12""""X14 CINZA""";PC;16.0;4.82;4.82;8.0;8.0;8302.49.00;60.0;500.0;18.0;0.0;0.0
5125;7900000000000,00;"""*CANTONEIRA P PRATELEIRA 8""""X10 THOMPSON""";UND;3.0;2.39;2.39;5.49;5.49;8302.49.00;60.0;500.0;18.0;0.0;0.0
5125;5125,00;"""*CANTONEIRA P PRATELEIRA 8""""X10 THOMPSON""";UND;3.0;2.39;2.39;5.49;5.49;8302.49.00;60.0;500.0;18.0;0.0;0.0
5143;7900000000000,00;"""*CAP ROSC 1"""" BRANCO KRONA 222""";UND;16.0;1.54;1.54;3.39;3.39;3917.40.90;60.0;500.0;0.0;0.0;0.0
5143;5143,00;"""*CAP ROSC 1"""" BRANCO KRONA 222""";UND;16.0;1.54;1.54;3.39;3.39;3917.40.90;60.0;500.0;0.0;0.0;0.0
5171;5171,00;"""*CARTELA C/3 DOBRADICA 3"""" ZINCADA SILVANA""";CRT;0.0;4.43;4.43;6.5;6.5;8302.10.00;60.0;500.0;0.0;0.0;0.0
5171;7900000000000,00;"""*CARTELA C/3 DOBRADICA 3"""" ZINCADA SILVANA""";CRT;0.0;4.43;4.43;6.5;6.5;8302.10.00;60.0;500.0;0.0;0.0;0.0
5312;7890000000000,00;"""*CHAVE FENDA 1/4X1.1/2"""" 954 AC""";UND;2.0;2.63;2.84;6.0;6.0;8205.40.00;0.0;102.0;18.0;0.0;0.0
5312;5312,00;"""*CHAVE FENDA 1/4X1.1/2"""" 954 AC""";UND;2.0;2.63;2.84;6.0;6.0;8205.40.00;0.0;102.0;18.0;0.0;0.0
5313;5313,00;"""*CHAVE FENDA 1/4X4""""  AC 954""";UND;2.0;3.8;4.1;8.0;8.0;8205.40.00;0.0;102.0;18.0;0.0;0.0
5313;7890000000000,00;"""*CHAVE FENDA 1/4X4""""  AC 954""";UND;2.0;3.8;4.1;8.0;8.0;8205.40.00;0.0;102.0;18.0;0.0;0.0
5314;7890000000000,00;"""*CHAVE FENDA 1/4X4"""" TRAMONTINA""";UND;0.0;5.43;5.43;10.0;10.0;8204.11.00;0.0;102.0;18.0;0.0;0.0
5314;5314,00;"""*CHAVE FENDA 1/4X4"""" TRAMONTINA""";UND;0.0;5.43;5.43;10.0;10.0;8204.11.00;0.0;102.0;18.0;0.0;0.0
5317;5317,00;"""*CHAVE FENDA 1/4X6"""" 954 AC""";UND;1.0;4.21;4.54;8.9;8.9;8205.40.00;0.0;102.0;18.0;0.0;0.0
5317;7890000000000,00;"""*CHAVE FENDA 1/4X6"""" 954 AC""";UND;1.0;4.21;4.54;8.9;8.9;8205.40.00;0.0;102.0;18.0;0.0;0.0
5318;7900000000000,00;"""*CHAVE FENDA 1/4X6"""" FENDER""";UND;0.0;5.5;5.5;10.0;10.0;8205.40.00;0.0;102.0;18.0;0.0;0.0
5318;5318,00;"""*CHAVE FENDA 1/4X6"""" FENDER""";UND;0.0;5.5;5.5;10.0;10.0;8205.40.00;0.0;102.0;18.0;0.0;0.0
5319;5319,00;"""*CHAVE FENDA 3/16X 3"""" TRAMONTINA""";PC;3.0;2.52;2.52;4.0;4.0;8204.11.00;0.0;102.0;18.0;0.0;0.0
5319;7890000000000,00;"""*CHAVE FENDA 3/16X 3"""" TRAMONTINA""";PC;3.0;2.52;2.52;4.0;4.0;8204.11.00;0.0;102.0;18.0;0.0;0.0
5320;7890000000000,00;"""*CHAVE FENDA 3/16X 4"""" DISMA""";PC;1.0;2.64;2.64;4.0;4.0;8204.11.00;0.0;102.0;18.0;0.0;0.0
5320;5320,00;"""*CHAVE FENDA 3/16X 4"""" DISMA""";PC;1.0;2.64;2.64;4.0;4.0;8204.11.00;0.0;102.0;18.0;0.0;0.0
5321;7890000000000,00;"""*CHAVE FENDA 3/16X 4"""" TRAMONTINA""";UND;3.0;4.08;4.08;6.99;6.99;8204.11.00;0.0;102.0;18.0;0.0;0.0
5321;5321,00;"""*CHAVE FENDA 3/16X 4"""" TRAMONTINA""";UND;3.0;4.08;4.08;6.99;6.99;8204.11.00;0.0;102.0;18.0;0.0;0.0
5322;7890000000000,00;"""*CHAVE FENDA 3/16X 4"""" W-MAX""";UND;3.0;5.65;6.23;9.49;9.49;8205.40.00;0.0;102.0;18.0;0.0;0.0
5322;5322,00;"""*CHAVE FENDA 3/16X 4"""" W-MAX""";UND;3.0;5.65;6.23;9.49;9.49;8205.40.00;0.0;102.0;18.0;0.0;0.0
5323;5323,00;"""*CHAVE FENDA 3/16X 5"""" DISMA""";PC;1.0;2.78;2.78;4.5;4.5;8204.11.00;0.0;102.0;18.0;0.0;0.0
5323;7890000000000,00;"""*CHAVE FENDA 3/16X 5"""" DISMA""";PC;1.0;2.78;2.78;4.5;4.5;8204.11.00;0.0;102.0;18.0;0.0;0.0
5324;7890000000000,00;"""*CHAVE FENDA 3/16X 5"""" TRAMONTINA""";UND;0.0;4.26;4.26;7.5;7.5;8204.11.00;0.0;102.0;18.0;0.0;0.0
5324;5324,00;"""*CHAVE FENDA 3/16X 5"""" TRAMONTINA""";UND;0.0;4.26;4.26;7.5;7.5;8204.11.00;0.0;102.0;18.0;0.0;0.0
5325;5325,00;"""*CHAVE FENDA 3/16X 6"""" TRAMONTINA""";PC;0.0;2.93;2.93;5.0;5.0;8204.11.00;0.0;102.0;18.0;0.0;0.0
5325;7890000000000,00;"""*CHAVE FENDA 3/16X 6"""" TRAMONTINA""";PC;0.0;2.93;2.93;5.0;5.0;8204.11.00;0.0;102.0;18.0;0.0;0.0
5326;5326,00;"""*CHAVE FENDA 3/16X3"""" 954 AC""";UND;4.0;2.72;2.93;5.99;5.99;8205.40.00;0.0;102.0;18.0;0.0;0.0
5326;7890000000000,00;"""*CHAVE FENDA 3/16X3"""" 954 AC""";UND;4.0;2.72;2.93;5.99;5.99;8205.40.00;0.0;102.0;18.0;0.0;0.0
5327;5327,00;"""*CHAVE FENDA 3/16X4"""" 954 AC""";UND;1.0;2.84;3.06;6.5;6.5;8205.40.00;0.0;102.0;18.0;0.0;0.0
5327;7890000000000,00;"""*CHAVE FENDA 3/16X4"""" 954 AC""";UND;1.0;2.84;3.06;6.5;6.5;8205.40.00;0.0;102.0;18.0;0.0;0.0
5328;7890000000000,00;"""*CHAVE FENDA 3/16X5"""" 954 AC""";UND;2.0;2.95;3.18;6.69;6.69;8205.40.00;0.0;102.0;18.0;0.0;0.0
5328;5328,00;"""*CHAVE FENDA 3/16X5"""" 954 AC""";UND;2.0;2.95;3.18;6.69;6.69;8205.40.00;0.0;102.0;18.0;0.0;0.0
5329;7890000000000,00;"""*CHAVE FENDA 3/16X6"""" 954 AC""";UND;1.0;3.12;3.37;7.5;7.5;8205.40.00;0.0;102.0;18.0;0.0;0.0
5329;5329,00;"""*CHAVE FENDA 3/16X6"""" 954 AC""";UND;1.0;3.12;3.37;7.5;7.5;8205.40.00;0.0;102.0;18.0;0.0;0.0
5330;7890000000000,00;"""*CHAVE GRIFO 10"""" 954 STILLSON""";UND;0.0;24.5;26.46;46.9;46.9;8204.12.00;0.0;102.0;18.0;0.0;0.0
5330;5330,00;"""*CHAVE GRIFO 10"""" 954 STILLSON""";UND;0.0;24.5;26.46;46.9;46.9;8204.12.00;0.0;102.0;18.0;0.0;0.0
5331;7900000000000,00;"""*CHAVE GRIFO 10"""" EMBORRAC - WORKER""";PC;1.0;23.0;23.0;34.99;34.99;8204.12.00;0.0;102.0;18.0;0.0;0.0
5331;5331,00;"""*CHAVE GRIFO 10"""" EMBORRAC - WORKER""";PC;1.0;23.0;23.0;34.99;34.99;8204.12.00;0.0;102.0;18.0;0.0;0.0
5332;7900000000000,00;"""*CHAVE GRIFO 12"""" BRASFORT""";PC;0.0;20.0;22.4;35.0;35.0;8204.12.00;0.0;102.0;18.0;0.0;0.0
5332;5332,00;"""*CHAVE GRIFO 12"""" BRASFORT""";PC;0.0;20.0;22.4;35.0;35.0;8204.12.00;0.0;102.0;18.0;0.0;0.0
5334;7900000000000,00;"""*CHAVE GRIFO 14"""" BRASFORT""";PC;0.0;23.0;25.76;38.99;38.99;8204.12.00;0.0;102.0;18.0;0.0;0.0
5334;5334,00;"""*CHAVE GRIFO 14"""" BRASFORT""";PC;0.0;23.0;25.76;38.99;38.99;8204.12.00;0.0;102.0;18.0;0.0;0.0
5335;7890000000000,00;"""*CHAVE GRIFO 8""""  954 STILLSON""";PC;1.0;19.26;20.8;39.9;39.9;8204.12.00;0.0;102.0;18.0;0.0;0.0
5335;5335,00;"""*CHAVE GRIFO 8""""  954 STILLSON""";PC;1.0;19.26;20.8;39.9;39.9;8204.12.00;0.0;102.0;18.0;0.0;0.0
5341;5341,00;"""*CHAVE PHILIPS 1/4 X 4"""" NOVE54""";UND;0.0;3.27;3.53;6.5;6.5;8205.40.00;0.0;102.0;18.0;0.0;0.0
5341;7890000000000,00;"""*CHAVE PHILIPS 1/4 X 4"""" NOVE54""";UND;0.0;3.27;3.53;6.5;6.5;8205.40.00;0.0;102.0;18.0;0.0;0.0
5342;7890000000000,00;"""*CHAVE PHILIPS 1/4 X 5"""" NOVE54""";UND;2.0;3.41;3.68;6.8;6.8;8205.40.00;0.0;102.0;18.0;0.0;0.0
5342;5342,00;"""*CHAVE PHILIPS 1/4 X 5"""" NOVE54""";UND;2.0;3.41;3.68;6.8;6.8;8205.40.00;0.0;102.0;18.0;0.0;0.0
5343;5343,00;"""*CHAVE PHILIPS 1/4 X 6"""" NOVE54""";UND;2.0;3.62;3.91;7.49;7.49;8205.40.00;0.0;102.0;18.0;0.0;0.0
5343;7890000000000,00;"""*CHAVE PHILIPS 1/4 X 6"""" NOVE54""";UND;2.0;3.62;3.91;7.49;7.49;8205.40.00;0.0;102.0;18.0;0.0;0.0
5344;5344,00;"""*CHAVE PHILIPS 1/4 X 8"""" NOVE54""";UND;0.0;3.98;4.29;8.49;8.49;8205.40.00;0.0;102.0;18.0;0.0;0.0
5344;7890000000000,00;"""*CHAVE PHILIPS 1/4 X 8"""" NOVE54""";UND;0.0;3.98;4.29;8.49;8.49;8205.40.00;0.0;102.0;18.0;0.0;0.0
5345;5345,00;"""*CHAVE PHILIPS 1/4X 6"""" TRAMONTINA""";PC;2.0;6.57;6.57;11.5;11.5;8205.40.00;0.0;102.0;18.0;0.0;0.0
5345;7890000000000,00;"""*CHAVE PHILIPS 1/4X 6"""" TRAMONTINA""";PC;2.0;6.57;6.57;11.5;11.5;8205.40.00;0.0;102.0;18.0;0.0;0.0
5346;7890000000000,00;"""*CHAVE PHILIPS 1/4X 8"""" TRAMONTINA""";UND;1.0;4.61;4.61;8.29;8.29;8205.40.00;0.0;102.0;18.0;0.0;0.0
5346;5346,00;"""*CHAVE PHILIPS 1/4X 8"""" TRAMONTINA""";UND;1.0;4.61;4.61;8.29;8.29;8205.40.00;0.0;102.0;18.0;0.0;0.0
5347;7890000000000,00;"""*CHAVE PHILIPS 1/4X1.1/2"""" NOVE54""";UND;0.0;2.55;2.75;6.0;6.0;8205.40.00;0.0;102.0;18.0;0.0;0.0
5347;5347,00;"""*CHAVE PHILIPS 1/4X1.1/2"""" NOVE54""";UND;0.0;2.55;2.75;6.0;6.0;8205.40.00;0.0;102.0;18.0;0.0;0.0
5348;5348,00;"""*CHAVE PHILIPS 1/8 X 3"""" NOVE54""";UND;4.0;1.49;1.6;3.99;3.99;8205.40.00;0.0;102.0;18.0;0.0;0.0
5348;7890000000000,00;"""*CHAVE PHILIPS 1/8 X 3"""" NOVE54""";UND;4.0;1.49;1.6;3.99;3.99;8205.40.00;0.0;102.0;18.0;0.0;0.0
5349;7890000000000,00;"""*CHAVE PHILIPS 1/8 X 5"""" NOVE54""";UND;7.0;1.77;1.91;4.5;4.5;8205.40.00;0.0;102.0;18.0;0.0;0.0
5349;5349,00;"""*CHAVE PHILIPS 1/8 X 5"""" NOVE54""";UND;7.0;1.77;1.91;4.5;4.5;8205.40.00;0.0;102.0;18.0;0.0;0.0
5350;7890000000000,00;"""*CHAVE PHILIPS 1/8 X 5"""" TRAMONTINA""";UND;0.0;2.23;2.23;4.01;4.01;8205.40.00;0.0;102.0;18.0;0.0;0.0
5350;5350,00;"""*CHAVE PHILIPS 1/8 X 5"""" TRAMONTINA""";UND;0.0;2.23;2.23;4.01;4.01;8205.40.00;0.0;102.0;18.0;0.0;0.0
5351;7890000000000,00;"""*CHAVE PHILIPS 1/8 X 6"""" NOVE54""";UND;10.0;1.84;1.98;4.99;4.99;8205.40.00;0.0;102.0;18.0;0.0;0.0
5351;5351,00;"""*CHAVE PHILIPS 1/8 X 6"""" NOVE54""";UND;10.0;1.84;1.98;4.99;4.99;8205.40.00;0.0;102.0;18.0;0.0;0.0
5352;7890000000000,00;"""*CHAVE PHILIPS 3/16 X 1.1/2"""" NOVE54""";UND;1.0;2.23;2.4;4.99;4.99;8205.40.00;0.0;102.0;18.0;0.0;0.0
5352;5352,00;"""*CHAVE PHILIPS 3/16 X 1.1/2"""" NOVE54""";UND;1.0;2.23;2.4;4.99;4.99;8205.40.00;0.0;102.0;18.0;0.0;0.0
5353;7890000000000,00;"""*CHAVE PHILIPS 3/16 X 3"""" DISMA""";UND;0.0;3.1;3.1;4.8;4.8;8205.40.00;0.0;102.0;18.0;0.0;0.0
5353;5353,00;"""*CHAVE PHILIPS 3/16 X 3"""" DISMA""";UND;0.0;3.1;3.1;4.8;4.8;8205.40.00;0.0;102.0;18.0;0.0;0.0
5354;7890000000000,00;"""*CHAVE PHILIPS 3/16 X 3"""" NOVE54""";UND;2.0;2.72;2.93;6.59;6.59;8205.40.00;0.0;102.0;18.0;0.0;0.0
5354;5354,00;"""*CHAVE PHILIPS 3/16 X 3"""" NOVE54""";UND;2.0;2.72;2.93;6.59;6.59;8205.40.00;0.0;102.0;18.0;0.0;0.0
5355;5355,00;"""*CHAVE PHILIPS 3/16 X 3"""" TRAMONTINA""";UND;4.0;3.98;3.98;6.15;6.15;5407.72.00;0.0;102.0;18.0;0.0;0.0
5355;7890000000000,00;"""*CHAVE PHILIPS 3/16 X 3"""" TRAMONTINA""";UND;4.0;3.98;3.98;6.15;6.15;5407.72.00;0.0;102.0;18.0;0.0;0.0
5357;7890000000000,00;"""*CHAVE PHILIPS 3/16 X 4"""" DISMA""";UND;0.0;3.28;3.44;5.1;5.1;8205.40.00;0.0;102.0;18.0;0.0;0.0
5357;5357,00;"""*CHAVE PHILIPS 3/16 X 4"""" DISMA""";UND;0.0;3.28;3.44;5.1;5.1;8205.40.00;0.0;102.0;18.0;0.0;0.0
5358;7890000000000,00;"""*CHAVE PHILIPS 3/16 X 4"""" MAYLE""";PC;0.0;3.55;3.55;5.5;5.5;8205.40.00;0.0;102.0;18.0;0.0;0.0
5358;5358,00;"""*CHAVE PHILIPS 3/16 X 4"""" MAYLE""";PC;0.0;3.55;3.55;5.5;5.5;8205.40.00;0.0;102.0;18.0;0.0;0.0
5359;7890000000000,00;"""*CHAVE PHILIPS 3/16 X 4"""" NOVE54""";UND;2.0;2.84;3.06;7.0;7.0;8205.40.00;0.0;102.0;18.0;0.0;0.0
5359;5359,00;"""*CHAVE PHILIPS 3/16 X 4"""" NOVE54""";UND;2.0;2.84;3.06;7.0;7.0;8205.40.00;0.0;102.0;18.0;0.0;0.0
5360;5360,00;"""*CHAVE PHILIPS 3/16 X 5"""" GOODYEAR CRV""";UND;3.0;5.08;5.08;8.0;8.0;8205.40.00;0.0;102.0;18.0;0.0;0.0
5360;7900000000000,00;"""*CHAVE PHILIPS 3/16 X 5"""" GOODYEAR CRV""";UND;3.0;5.08;5.08;8.0;8.0;8205.40.00;0.0;102.0;18.0;0.0;0.0
5361;7890000000000,00;"""*CHAVE PHILIPS 3/16 X 5"""" NOVE54""";UND;1.0;2.53;2.73;6.0;6.0;8205.40.00;0.0;102.0;18.0;0.0;0.0
5361;5361,00;"""*CHAVE PHILIPS 3/16 X 5"""" NOVE54""";UND;1.0;2.53;2.73;6.0;6.0;8205.40.00;0.0;102.0;18.0;0.0;0.0
5362;7900000000000,00;"""*CHAVE PHILIPS 3/16 X 5"""" WORKER""";PC;0.0;3.99;3.99;6.0;6.0;8205.40.00;0.0;102.0;18.0;0.0;0.0
5362;5362,00;"""*CHAVE PHILIPS 3/16 X 5"""" WORKER""";PC;0.0;3.99;3.99;6.0;6.0;8205.40.00;0.0;102.0;18.0;0.0;0.0
5363;7890000000000,00;"""*CHAVE PHILIPS 3/16 X 6"""" NOVE54""";UND;0.0;2.67;2.88;6.5;6.5;8205.40.00;0.0;102.0;18.0;0.0;0.0
5363;5363,00;"""*CHAVE PHILIPS 3/16 X 6"""" NOVE54""";UND;0.0;2.67;2.88;6.5;6.5;8205.40.00;0.0;102.0;18.0;0.0;0.0
5364;7900000000000,00;"""*CHAVE PHILIPS 3/16X4"""" FOXLUX""";PC;0.0;4.72;4.72;7.5;7.5;8205.40.00;0.0;102.0;18.0;0.0;0.0
5364;5364,00;"""*CHAVE PHILIPS 3/16X4"""" FOXLUX""";PC;0.0;4.72;4.72;7.5;7.5;8205.40.00;0.0;102.0;18.0;0.0;0.0
